filename,Question_ID,llm_name,LLM_Response
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,2,llava_qwen,The background is clear and the lighting condition is appropriate.
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,4,llava_qwen,The camera is at a good position.
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,7,llava_qwen,most of the times
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,10,llava_qwen,"The subject appears calm and composed, with no signs of agitation or distress."
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,11,llava_qwen,None
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,12,llava_qwen,No.
2023-05-25T16%3A37%3A17.423Z_Anh9INYBNLRlano3pPxCOgFro3V2_resting_face.mp4,13,llava_qwen,"No, the face was visible throughout the video."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,1,llava_qwen,"The person demonstrates difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,2,llava_qwen,The background is clear and the lighting condition is appropriate.
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,3,llava_qwen,"No, there was no abnormality in the person's eye blink rate."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,7,llava_qwen,Most of the times
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,9,llava_qwen,No abnormal signs were observed in body parts other than the face.
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,10,llava_qwen,"The subject appears calm and composed, with no signs of agitation or distress."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,12,llava_qwen,No.
2023-05-25T17%3A04%3A42.075Z_tw4W41JJxdgW6Knaehd5sz4VByb2_resting_face.mp4,13,llava_qwen,"Yes, the subject was wearing a mask that may have obstructed important visual information."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,1,llava_qwen,"The person demonstrates difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,3,llava_qwen,"Yes, the person's blink count was 15, which is higher than a normal blink rate."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,7,llava_qwen,Most of the times
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,10,llava_qwen,"The subject appears to be in a neutral state of mind, with no significant emotional or cognitive cues observed."
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,11,llava_qwen,None
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,12,llava_qwen,No.
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,13,llava_qwen,"No, the face was visible throughout the task."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,2,llava_qwen,The background is overloaded.
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,7,llava_qwen,most of the times
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking. There are no visible tremors or involuntary shaking in the hands or other extremities. The posture is normal, and there is no difficulty in maintaining balance."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,10,llava_qwen,"The subject appears to be in a neutral state of mind, with no significant changes in facial expressions or body language throughout the video."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,12,llava_qwen,No.
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,13,llava_qwen,"Yes, the subject was wearing a mask that may have obstructed important visual information."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,2,llava_qwen,"No, the background is not overloaded and the lighting condition is appropriate."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,3,llava_qwen,"No, there was no abnormality in the person's eye blink rate."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,4,llava_qwen,The camera is at a good position.
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,7,llava_qwen,Most of the times
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and reduced arm swing while speaking. There are no visible tremors or involuntary shaking in the hands or other extremities. The posture is normal, and there are no signs of difficulty in maintaining balance."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,10,llava_qwen,"The subject appears to be in a neutral state, with no significant changes in facial expressions or body language throughout the video."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,12,llava_qwen,No.
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,13,llava_qwen,"Yes, the subject was wearing a mask that may have obstructed important visual information."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,3,llava_qwen,"No, there was no abnormality in the person's eye blink rate."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,4,llava_qwen,The camera is at a good position.
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,7,llava_qwen,Most of the times
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,10,llava_qwen,"The subject appears calm and composed, with no signs of agitation or confusion."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,12,llava_qwen,No.
2023-10-03T23%3A12%3A26.933Z_s4whCPQSZRb0rbGW2ye9dO4i7SV2_speech.mp4,13,llava_qwen,"No, the face was visible throughout the task."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,1,llava_qwen,"The person demonstrates a furrowed brow, which is a sign of difficulty."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,7,llava_qwen,Most of the times
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and reduced arm swing while speaking."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,10,llava_qwen,"The subject appears to be engaged and calm, with a consistent facial expression and no signs of confusion or exhaustion."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,12,llava_qwen,No.
2023-10-26T15%3A05%3A03.181Z_DNoEpcphLLNRAvkmByusfTMDrcf1_speech.mp4,13,llava_qwen,"No, the face was consistently visible throughout the video."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,1,llava_qwen,"The person demonstrates a furrowed brow, which is a sign of difficulty."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,2,llava_qwen,The background is overloaded.
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,7,llava_qwen,most of the times
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,9,llava_qwen,No abnormal signs were observed in body parts other than the face.
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,10,llava_qwen,"The subject appears to be in a neutral state, with no significant emotional or cognitive cues observed."
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,11,llava_qwen,No
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,12,llava_qwen,No.
2023-10-27T12%3A52%3A26.228Z_HsIl9SZejHd1U8Nx7nrGISMU7pN2_speech.mp4,13,llava_qwen,No
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,1,llava_qwen,"The person demonstrates difficulty through their facial expressions, such as a furrowed brow and a tight mouth."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,4,llava_qwen,The camera is at a good position.
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,7,llava_qwen,most of the times
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking. There are no visible tremors or involuntary shaking in the hands or other extremities. The posture is normal, and there are no signs of difficulty in maintaining balance."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,10,llava_qwen,"The subject appears to be in a neutral state of mind, with no significant changes in facial expressions or body language throughout the video."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,12,llava_qwen,No.
2023-11-29T20%3A44%3A55.472Z_WyZBRwAbSqh6LgPieLIhj2wfblq2_speech.mp4,13,llava_qwen,No
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,2,llava_qwen,"The background is not overloaded, and the lighting condition is appropriate."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,4,llava_qwen,The camera is at an appropriate distance.
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,7,llava_qwen,always
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,10,llava_qwen,The subject appears calm and composed throughout the video.
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,11,llava_qwen,"No, there were no other individuals present in the background."
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,12,llava_qwen,No.
2023-12-02T15%3A00%3A51.300Z_e7GyfN6FRnbbYm5ClY01rXFbOW53_resting_face.mp4,13,llava_qwen,No
2023-12-07T18%3A54%3A52.766Z_xyOmupmKagNJi5TW3uxpRJYdDwg2_speech.mp4,1,llava_qwen,"The person demonstrates a furrowed brow and tight lips, which are visible signs of difficulty."
2023-12-07T18%3A54%3A52.766Z_xyOmupmKagNJi5TW3uxpRJYdDwg2_speech.mp4,2,llava_qwen,The background is clear and the lighting condition is appropriate.
2023-12-07T18%3A54%3A52.766Z_xyOmupmKagNJi5TW3uxpRJYdDwg2_speech.mp4,3,llava_qwen,"No, the person's eye blink rate was normal."
