Video,Question_ID,llm_name,LLM_Response,likert_score,likert_explanation,positive_statement_x,video_path,question_id,question,answer1,annotator1,answer2,annotator2,answer3,annotator3,positive_statement_y,likert1_score,likert1_explanation,likert2_score,likert2_explanation,likert3_score,likert3_explanation,overall_ratings
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,12,llava_qwen,No.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences. The response is ""No,"" which means the subject is *not* using such complex sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences.""  
This directly matches the meaning of the response ""No"" to the old question.

Therefore, the alignment is very strong.

**Likert Score: 5**",The subject does not use complex or difficult-to-understand sentences.,/localdisk1/PARK/park_vlm/Videos/2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,12,"Indicate whether the subject is using complex sentences that are difficult to understand. Conclude with a final answer: ""Yes"" or ""No"".",no,Nami,none,Natalia,simple sentences,Cayla,The subject does not use complex or difficult-to-understand sentences.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences. The new question is a positive statement of the same idea: ""The subject does not use complex or difficult-to-understand sentences."" The response directly agrees with this statement.

**Likert Score: 5**",5,"The OLD_RESPONSE is ""none,"" which suggests there are no complex or difficult-to-understand sentences present. This aligns strongly with the NEW_QUESTION statement that the subject does not use complex or difficult sentences.

**Likert Score: 5**",5,"The old response is ""simple sentences,"" given to the question about whether the subject is using complex, difficult-to-understand sentences. Describing the sentences as ""simple"" directly supports the new statement that the subject does not use complex or difficult-to-understand sentences. This is strong, unambiguous agreement.

**Likert Score: 5**",5
2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,13,llava_qwen,"No, the face was visible throughout the task.",5,"The response explicitly states that “the face was visible throughout the task,” directly supporting the idea that a critical body part (the face) remained fully visible for the entire duration. There is no indication of any obstruction or partial visibility, so this strongly aligns with the new positive statement.

**Likert Score: 5**","All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",/localdisk1/PARK/park_vlm/Videos/2023-06-27T19%3A52%3A53.484Z_Fy4vQjZMAiO1rGGxw9Nr2Vxj5Jn1_resting_face.mp4,13,"Indicate if any body part critical for this task is partially visible (or invisible). For example, was the subject wearing a mask that may have obstructed important visual information? Or did the face go out of frame while the subject was completing the task?",good,Nami,good visibility,Natalia,none,Cayla,"All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",5,"The response ""good"" to the question about whether any critical body part was partially visible or invisible most plausibly indicates that there were no issues—that visibility was satisfactory. Interpreted this way, it aligns well with the positive statement that all critical body parts remained fully visible. While somewhat vague, it suggests agreement rather than any problem.

**Likert Score: 5**",5,"The response “good visibility” directly implies that there were no notable obstructions or missing critical body parts, and visibility was satisfactory. This aligns strongly with the statement that all critical body parts remain fully visible throughout the task, with no indication of partial or invisible parts.

**Likert Score: 5**",5,"The old question asks if any critical body part was partially visible or invisible. The response ""none"" indicates that there were no such visibility issues. This directly supports the new positive statement that all critical body parts remained fully visible throughout the task.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.",1,"The OLD_RESPONSE explicitly states that “The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.” This directly contradicts the NEW_QUESTION, which claims the person shows no signs of difficulty. Since the response clearly indicates the presence of difficulty, alignment with the positive statement is very low.

**Likert Score: 1**",The person shows no signs of difficulty in facial expressions.,/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,1,"Please describe whether the person demonstrates any difficulty through their facial expressions. Some examples of visible difficulty include furrowed brow, squinting eyes, clenched jaw, tight lips, head hanging low, sighing, wrinkled forehead, etc. Mention such specific details when found. End output with a final answer choice: ""Yes"" or ""No"".",none,Nami,none,Natalia,some furrowed brow at the beginning when thinking of what to say,Cayla,The person shows no signs of difficulty in facial expressions.,5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response ""none"" indicates that no such difficulties were observed. This directly supports the new statement that the person shows no signs of difficulty in facial expressions. Therefore, the alignment is very strong.

**Likert Score: 5**",5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",1,"The old response explicitly notes “some furrowed brow at the beginning when thinking of what to say,” which is a clear sign of facial difficulty or strain. This directly contradicts the new statement that the person shows no signs of difficulty in facial expressions. Therefore, alignment with the new question is very low.

**Likert Score: 1**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,2,llava_qwen,The background is overloaded.,1,"The old response explicitly states that “The background is overloaded,” which directly contradicts the new statement that “The background is not overloaded.” There is no mention of lighting, so we cannot infer agreement or disagreement on that part, but the clear disagreement about the background being “not overloaded” is enough to strongly contradict the new statement overall.

**Likert Score: 1**","The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,2,"Mention if the background is overloaded (i.e., too many things), or the lighting condition is inappropriate (i.e., too dark or overlit). Otherwise, just output ""normal background"".",GOOD,Nami,normal background,Natalia,back-lit on the left side of the screen,Cayla,"The background is not overloaded, and the lighting conditions are appropriate (not too dark or overlit).",5,"The old question asks the respondent to either mention issues (overloaded background or bad lighting) or say ""normal background"" if everything is fine. The response ""GOOD"" is brief but clearly positive and does not mention any problems, which implies that both the background and lighting are acceptable.

This aligns well with the new positive statement that the background is not overloaded and the lighting is appropriate.

**Likert Score: 5**",5,"The old response explicitly says ""normal background,"" which under the old question means the background is not overloaded and the lighting is not inappropriate. This directly supports the positive statement in the new question.

**Likert Score: 5**",2,"The old response says “back-lit on the left side of the screen,” which directly indicates a lighting issue (backlighting) rather than appropriate lighting. It does not mention background overload, but it clearly contradicts the “lighting conditions are appropriate” part of the new statement. Therefore, the response does not align with the new positive statement.

**Likert Score: 2**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,3,llava_qwen,"No, the person's eye blink rate was normal.",5,"The old response explicitly states: “the person's eye blink rate was normal,” which directly affirms the new statement that the person’s eye blink rate is normal and not abnormal in any way. This is a complete and unambiguous agreement with the NEW_QUESTION.

**Likert Score: 5**","The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,3,"Was there anything abnormal about the person’s eye blink rate? For example, they may not be blinking at all, or they may have reduced or increased blink rate compared to a normal person. If there is nothing abnormal, output ""normal blinking"".",normal,Nami,normal,Natalia,normal,Cayla,"The person’s eye blink rate is normal (no absence of blinking, reduced blink rate, or excessive blinking).",5,"The OLD_RESPONSE is ""normal"" to a question that explicitly says to output ""normal blinking"" if there is nothing abnormal. This directly indicates that the observer judged the blink rate as not abnormal. That aligns fully with the NEW_QUESTION’s statement that the person’s eye blink rate is normal.

**Likert Score: 5**",5,"The old question asks whether there was anything abnormal about the person’s eye blink rate, with the instruction that if there is nothing abnormal, the response should be ""normal blinking."" The response given is ""normal,"" which clearly indicates that no abnormality in blink rate was observed. This directly supports the new statement that the person’s eye blink rate is normal.

Therefore, the response is in full agreement with the new question.

**Likert Score: 5**",5,"The OLD_QUESTION asks specifically about abnormalities in blink rate and instructs that if there is nothing abnormal, the response should be ""normal blinking."" The OLD_RESPONSE is ""normal,"" which clearly indicates no abnormality in blink rate. This directly supports the NEW_QUESTION statement that the person’s eye blink rate is normal.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,4,llava_qwen,The camera is at an appropriate distance.,5,"The old response explicitly states: “The camera is at an appropriate distance.”  

Given the old question’s definition of “appropriate distance” (upper half visible, lower half not), agreeing that the distance is appropriate directly supports the new positive statement about the camera distance. There is no indication of disagreement or qualification.

Therefore, the response strongly aligns with the new question.

**Likert Score: 5**","The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,4,"How far is the camera? A good position of the camera would be when the upper half of the subject's body remains visible, while the lower half is not captured in the frame. If the upper body is only partly visible, the camera is too close. If the lower body is also visible, the camera is too far.",GOOD,Nami,good position,Natalia,too close,Cayla,"The camera distance is appropriate, with the upper half of the subject’s body visible and thelower half not captured.",5,"The response “GOOD” to the original question about whether the camera distance is correct strongly implies that the current framing matches the described ideal: upper half visible, lower half not visible. There is no indication of any problem or partial agreement; it is a clear positive evaluation.

Therefore, it aligns very well with the new positive statement.

**Likert Score: 5**",5,"The old response “good position” directly indicates that the camera distance/position is appropriate according to the criteria given in the old question. Since the new question is a positive statement asserting that the camera distance is appropriate, this response fully agrees with it.

**Likert Score: 5**",1,"The old response “too close” indicates that the camera is positioned closer than ideal, so the framing is not appropriate according to the described standard. This directly contradicts the new positive statement that the camera distance is appropriate.

Therefore, the alignment with the new question is very low.

**Likert Score: 1**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,5,llava_qwen,"The subject is coherent in what they are speaking, delivering an easy to understand story.",5,"The response explicitly states that “The subject is coherent in what they are speaking, delivering an easy to understand story,” which directly supports the parts of the new question about coherence and ease of understanding. While it does not explicitly mention staying focused on the central topic or avoiding unorganized detours, there is no indication of any problems in that area, and “easy to understand story” reasonably implies a focused, organized narrative.

Thus, the response strongly aligns with the new statement.

**Likert Score: 5**","The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,5,"Is the subject coherent in what they are speaking? Are they delivering an easy to understand story, or are they deterring a lot from the central topic and delivering an unorganized speech?",coherent,Nami,"yes, subject is coherent, easy to understand story",Natalia,yes coherent,Cayla,"The subject’s speech is coherent, easy to understand, and stays focused on the central topic(no unorganized detours).",5,"The response is a single word: “coherent.”  

Given the old question contrasts coherent, easy-to-follow speech with unorganized, off-topic speech, the respondent’s choice of “coherent” clearly indicates they see the subject’s speech as organized and understandable, aligning strongly with the new positive statement.  

**Likert Score: 5**",5,"The response explicitly states “yes, subject is coherent, easy to understand story,” which directly affirms the key elements of the new statement: coherence and ease of understanding. While it does not explicitly mention staying on the central topic or avoiding unorganized detours, there is no indication of any problems in that regard, and the positive assessment strongly implies overall coherence and organization.

**Likert Score: 5**",5,"The response “yes coherent” directly affirms that the subject is coherent, which aligns strongly with the statement that the speech is coherent, easy to understand, and focused. Although brief, it clearly indicates agreement with the positive qualities described in the new question.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,6,llava_qwen,The subject was able to follow the instructions while completing the task.,5,"The response explicitly states: “The subject was able to follow the instructions while completing the task,” and does not mention any deviations or differences. This directly supports the idea that the subject followed all instructions accurately with no observed deviations.

**Likert Score: 5**",The subject followed all instructions accurately while completing the task (no deviationsobserved).,/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,6,"Please indicate whether the subject was able to follow the instructions while completing the task. If the subject was doing something differently, please describe.",compliant,Nami,the subject follows the instructions and completes the task,Natalia,yes follows instructions,Cayla,The subject followed all instructions accurately while completing the task (no deviationsobserved).,5,"The word ""compliant"" directly indicates that the subject followed the instructions as required, with no mention of any deviations or issues. This aligns very strongly with the statement that the subject followed all instructions accurately and that no deviations were observed.

**Likert Score: 5**",5,"The response states that ""the subject follows the instructions and completes the task"" and does not mention any deviations or issues. This directly supports the idea that the subject followed all instructions accurately. There is no indication of partial compliance or errors.

**Likert Score: 5**",5,"The response “yes follows instructions” directly affirms that the subject followed instructions, with no mention of any deviations or problems. This aligns very strongly with the statement that the subject followed all instructions accurately and that no deviations were observed.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,7,llava_qwen,most of the times,1,"The old response “most of the times” indicates that the subject’s lips are parted most of the time when not speaking.  

The new statement says the subject’s lips are *never* parted when not speaking (i.e., they are closed or only slightly parted most of the time). This is the opposite of the old response, so the alignment is very low.

**Likert Score: 1**","The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,7,"Indicate the extent of lips parting when the subject is not saying anything (i.e., always/most of the times/sometimes/very few times/never).","unable to assess, never at rest",Nami,no,Natalia,very few times,Cayla,"The subject’s lips are never parted when not speaking (e.g., closed or slightly parted most ofthe time).",3,"The response “unable to assess, never at rest” indicates that the rater could not observe the subject in a resting, non-speaking state, so they could not judge lip position. This provides no evidence that the lips are never parted when not speaking, nor that they are usually closed. Because the alignment with the new statement is essentially unknown, a neutral midpoint score is most appropriate.

**Likert Score: 3**",5,"The OLD_QUESTION asks about how often the subject’s lips are parted when not speaking. The response “no” most naturally indicates “no, they are not parted,” which aligns with “never parted” in the NEW_QUESTION. Thus, the response strongly supports the statement that the subject’s lips are never parted when not speaking.

**Likert Score: 5**",4,"The old response “very few times” means the subject’s lips are parted only rarely when not speaking, implying they are closed (or nearly closed) most of the time.  

The new statement says the lips are *never* parted when not speaking, which is slightly stronger than “very few times,” but still largely consistent in suggesting lips are almost always closed. Thus, the alignment is high but not perfect.

**Likert Score: 4**",4
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,8,llava_qwen,"(i) The individual's face appears blank and emotionless, even when they are trying to express an emotion.",1,"The old response explicitly states that the individual's face appears ""blank and emotionless, even when they are trying to express an emotion."" This directly contradicts the new statement, which describes natural, emotionally appropriate expressions without a blank/emotionless appearance. Therefore, the alignment with the new question is very poor.

**Likert Score: 1**","The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,8,"Indicate which of the following are true for the subject: (i) The individual's face appears blank and emotionless, even when they are trying to express an emotion. (ii) The expression is weak or asymmetrical, and the individual has difficulty holding an expression (e.g., smile) for an extended period. Also mention if you observe other facial expression abnormalities. If there is nothing abnormal, output ""nothing abnormal"".",none,Nami,normal expression,Natalia,normal,Cayla,"The subject’s facial expressions are natural, emotionally appropriate, and symmetrical (noblank/emotionless face, weakness, asymmetry, or difficulty holding expressions).",5,"The old question asks for abnormalities and instructs that if there is nothing abnormal, one should state ""nothing abnormal."" The response ""none"" is best interpreted as ""no abnormalities observed."" This directly supports the new positive statement that facial expressions are natural, appropriate, and symmetrical, with no blankness, weakness, or difficulty holding expressions. Therefore, the alignment with the new question is very strong.

**Likert Score: 5**",5,"The old response says ""normal expression,"" given a question specifically asking about blank, emotionless, weak, or asymmetrical expressions and other abnormalities. Describing the expression as ""normal"" implies the absence of these abnormalities and supports that expressions are natural, appropriate, and symmetrical.

**Likert Score: 5**",5,"The old question asks specifically about abnormalities in facial expression (blank, emotionless, weak, asymmetrical, or difficulty holding expressions). The response ""normal"" indicates that none of these abnormalities are present. This directly supports the new positive statement that the subject’s facial expressions are natural, appropriate, and symmetrical.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,9,llava_qwen,"The person exhibits signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking. There are no visible tremors or involuntary shaking in the hands or other extremities. The posture is normal, and there is no difficulty in maintaining balance.",1,"The NEW_QUESTION states that no abnormal signs are observed.  
The OLD_RESPONSE explicitly reports abnormal signs: “signs of bradykinesia, such as slow arm movements and a reduced arm swing while speaking.” These directly contradict the NEW_QUESTION (which denies slowness and reduced arm swing), even though it agrees on no tremors and normal posture/balance. Because clear abnormalities are present, the response strongly disagrees with the NEW_QUESTION.

**Likert Score: 1**","No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,9,"Document any abnormal signs observed in body parts other than the face. This includes, but is not limited to, tremors in the hands, involuntary shaking or rhythmic movements of the upper or lower extremities, stiffness or rigidity in the limbs, reduced arm swing while speaking, or any signs of bradykinesia (slowness of movement). Additionally, note any abnormal postures, difficulty in maintaining balance, or other motor irregularities that may be indicative of Parkinson's disease.",none,Nami,none,Natalia,normal,Cayla,"No abnormal signs are observed in body parts (e.g., no tremors, involuntary shaking, stiffness,rigidity, reduced arm swing, slowness, abnormal posture, or balance issues).",5,"The old response is ""none,"" given in the context of documenting abnormal signs in body parts other than the face. This clearly indicates that no abnormal signs were observed, which directly agrees with the new positive statement that no such abnormalities are present. Therefore, the alignment is complete.

**Likert Score: 5**",5,"The old response is ""none,"" given in the context of documenting abnormal signs in body parts other than the face. This clearly indicates that no abnormal signs were observed. The new question is a positive statement that no such abnormalities are present. The response fully agrees with this statement.

**Likert Score: 5**",5,"The old response is simply ""normal,"" given in the context of documenting abnormal signs in body parts. In this context, ""normal"" clearly indicates that no abnormal signs (tremors, rigidity, balance issues, etc.) were observed. This directly supports the new positive statement that no abnormal signs are present.

Therefore, the alignment with the NEW_QUESTION is very strong.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,10,llava_qwen,"The subject appears to be in a neutral state of mind, with no significant changes in facial expressions or body language throughout the video.",4,"The old response describes the subject as being in a ""neutral state of mind"" with ""no significant changes in facial expressions or body language."" This supports the idea that there are no signs of exhaustion, confusion, or inappropriate energy levels. While ""neutral"" does not explicitly say ""calm and alert,"" it is generally consistent with a stable, non-distressed state and does not contradict calmness or alertness.

Because the description aligns with the absence of negative signs and is compatible with calm/appropriate energy, but does not explicitly confirm alertness, a slightly less than perfect agreement is appropriate.

**Likert Score: 4**","The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,10,"Provide a brief description of the subject's perceived state of mind, noting whether they appear energetic, exhausted, calm, confused, or exhibit any other relevant emotional or cognitive cues.",calm,Nami,calm,Natalia,calm,Cayla,"The subject appears calm and alert, with no signs of exhaustion, confusion, or inappropriate energy levels.",3,"The response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but provides no information about alertness, exhaustion, confusion, or energy level. Since it partially aligns but does not confirm the full statement, a moderate agreement score is appropriate.

**Likert Score: 3**",3,"The old response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but says nothing about being alert or about the absence of exhaustion, confusion, or inappropriate energy levels. Since we cannot assume these additional aspects from the single word ""calm,"" the alignment is partial rather than complete.

**Likert Score: 3**",3,"The old response only states that the subject is ""calm."" This directly supports the ""appears calm"" part of the new question but says nothing about being alert or about the absence of exhaustion, confusion, or inappropriate energy levels. Since we cannot assume these additional qualities from the single word ""calm,"" the alignment is partial rather than complete.

**Likert Score: 3**",3
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,11,llava_qwen,"No, there were no other individuals present in the background.",5,"The old response explicitly states: “No, there were no other individuals present in the background,” which directly affirms the new statement that no other individuals are visible in the background during the task. This is a perfect alignment with the new question.

**Likert Score: 5**",No other individuals are visible in the background during the task.,/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,11,"Indicate whether any other individuals were present in the background. If so, provide a brief description (e.g., ""An older male is visible in the background""). Conclude with a final answer: ""Yes"" or ""No"".",none,Nami,none,Natalia,none,Cayla,No other individuals are visible in the background during the task.,5,"The old response is ""none"" to a question asking whether any other individuals were present in the background. This indicates that the respondent is saying there were no other individuals visible. This directly supports the new statement: ""No other individuals are visible in the background during the task.""

Thus, the alignment is very strong.

**Likert Score: 5**",5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No."" The response ""none"" indicates that there were no other individuals present. This directly supports the new statement that no other individuals are visible in the background during the task. Therefore, the alignment is very strong.

**Likert Score: 5**",5,"The old question asks whether any other individuals were present and to conclude with ""Yes"" or ""No."" The response ""none"" indicates that there were no other individuals present. This directly supports the new statement that no other individuals are visible in the background during the task. Therefore, the alignment is very strong.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,12,llava_qwen,No.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences. The response is ""No,"" which means the subject is *not* using such complex sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences."" This directly matches the meaning of the response ""No"" to the old question. Therefore, the alignment is very strong.

**Likert Score: 5**",The subject does not use complex or difficult-to-understand sentences.,/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,12,"Indicate whether the subject is using complex sentences that are difficult to understand. Conclude with a final answer: ""Yes"" or ""No"".",no,Nami,none,Natalia,simple sentences,Cayla,The subject does not use complex or difficult-to-understand sentences.,5,"The old question asks whether the subject is using complex, difficult-to-understand sentences, and the response is ""no."" This means the respondent is saying the subject is *not* using complex or difficult sentences.  

The new question is a positive statement: ""The subject does not use complex or difficult-to-understand sentences.""  
The response ""no"" directly supports this statement.

Thus, alignment with the new question is very strong.

**Likert Score: 5**",5,"The old response is simply ""none,"" which contains no complex or difficult-to-understand sentences. It is a single, very simple word, fully aligned with the statement that the subject does not use complex or difficult sentences.

**Likert Score: 5**",5,"The old response is ""simple sentences,"" given to the question about whether the subject is using complex, difficult-to-understand sentences. Describing the sentences as ""simple"" directly supports the new statement that the subject does not use complex or difficult-to-understand sentences. This is strong, unambiguous agreement.

**Likert Score: 5**",5
2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,13,llava_qwen,"Yes, the subject was wearing a mask that may have obstructed important visual information.",1,"The old response states that the subject was wearing a mask that may have obstructed important visual information. This directly contradicts the new statement that all critical body parts, including an unobstructed face, remain fully visible throughout the task. Therefore, the alignment with the new question is very low.

**Likert Score: 1**","All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",/localdisk1/PARK/park_vlm/Videos/2023-07-24T14%3A31%3A11.572Z_RljIq5LKP8OSq4TiRrdTwyS3UNm1_resting_face.mp4,13,"Indicate if any body part critical for this task is partially visible (or invisible). For example, was the subject wearing a mask that may have obstructed important visual information? Or did the face go out of frame while the subject was completing the task?",good,Nami,good visibility,Natalia,none,Cayla,"All critical body parts (e.g., unobstructed face) remain fully visible in the frame throughout the task.",5,"The response ""good"" to the question about whether any critical body part was partially visible or invisible implies that there were no issues with visibility; in this context, ""good"" most reasonably means that visibility was satisfactory and unobstructed.

This aligns strongly with the new statement that all critical body parts remain fully visible throughout the task.

**Likert Score: 5**",5,"The response “good visibility” directly implies that there were no notable obstructions or issues with seeing critical body parts. Since the original question asked about partial visibility or obstruction, describing the visibility as “good” suggests that all important body parts, including the face, were adequately visible throughout the task. This aligns strongly with the positive statement in the new question.

**Likert Score: 5**",5,"The old question asks if any critical body part was partially visible or invisible. The response ""none"" indicates that there were no such visibility issues. This directly supports the new positive statement that all critical body parts remained fully visible throughout the task. Therefore, the alignment is very strong.

**Likert Score: 5**",5
2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,1,llava_qwen,"The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.",1,"The OLD_RESPONSE explicitly states that “The person demonstrates signs of difficulty through their facial expressions, such as a furrowed brow and tight lips.” This directly contradicts the NEW_QUESTION, which claims the person shows no signs of difficulty. Because the response clearly indicates the presence of difficulty, alignment with the positive statement is very low.

**Likert Score: 1**",The person shows no signs of difficulty in facial expressions.,/localdisk1/PARK/park_vlm/Videos/2023-09-14T16%3A04%3A58.255Z_G7Q1bZD2LUQN0v3LlvyBMzoTWic2_speech.mp4,1,"Please describe whether the person demonstrates any difficulty through their facial expressions. Some examples of visible difficulty include furrowed brow, squinting eyes, clenched jaw, tight lips, head hanging low, sighing, wrinkled forehead, etc. Mention such specific details when found. End output with a final answer choice: ""Yes"" or ""No"".",none,Nami,no difficulty,Natalia,furrows brow and wrinkles forehead when trying to recall specific detail like date ,Cayla,The person shows no signs of difficulty in facial expressions.,5,"The old question asks whether the person demonstrates any visible difficulty in facial expressions. The response is ""none,"" which directly indicates that no such difficulties were observed. This aligns very strongly with the new statement: ""The person shows no signs of difficulty in facial expressions.""

Therefore, the alignment is very high.

**Likert Score: 5**",5,"The old response states ""no difficulty,"" directly indicating that the person does not show signs of difficulty in their facial expressions. This fully aligns with the new statement that the person shows no signs of difficulty in facial expressions.

**Likert Score: 5**",1,"The old response explicitly describes visible signs of difficulty: “furrows brow and wrinkles forehead when trying to recall specific detail like date.” These are classic indicators of strain or effort, directly contradicting the new statement that the person shows no signs of difficulty in facial expressions. Therefore, the alignment with the new question is very low.

**Likert Score: 1**",5
